numOrder;customer;tarif;ip_address;gateway;netmask;subnet;broadcast;vlan_id;customer_port;termination_point
1747;Фрегат ЛТД;Скорость-10240;46.29.79.26;46.29.79.1;255.255.255.224;46.29.79.9/32;46.29.79.31;244;EC 10.30.13.154 port 1;Cisco 3750 10.30.0.2
933;ООО Эрконпродукт;Скорость-4096;46.29.79.27;46.29.79.1;255.255.255.224;46.29.79.0/27;46.29.79.31;244;EC 10.30.11.84 - port 6;Cisco 3750 10.30.0.2
2328;ООО ТД ПромТехнологии;Скорость-10240;46.29.79.28;46.29.79.1;255.255.255.224;46.29.79.0/27;46.29.79.31;244;EC 10.30.13.121 - port 1;Cisco 3750 10.30.0.2
823;ООО АстроЛюкс;Скорость-1024;46.29.79.29;46.29.79.1;255.255.255.224;46.29.79.0/27;46.29.79.31;244;EC 10.30.11.84 - port 7;Cisco 3750 10.30.0.2
604;"ООО ""Группа компаний Евро Салон""";Скорость-2048;46.29.79.3;46.29.79.1;255.255.255.224;46.29.79.3/32;46.29.79.31;244;EC 10.30.11.164 - port 2;Cisco 3750 10.30.0.2
1196;Мегафон, точка продаж;Скорость-2048;46.29.79.30;46.29.79.1;255.255.255.224;46.29.79.0/27;46.29.79.31;244;EC 10.30.11.203 - port 16;Cisco 3750 10.30.0.2
692;"ООО ""Богдан""";Скорость-2048;46.29.79.4;46.29.79.1;255.255.255.224;46.29.79.4/32;46.29.79.31;244;EC 10.30.11.194 - port 16;Cisco 3750 10.30.0.2
402;"ООО ""ХКФ Банк""";Скорость-128;46.29.79.5;46.29.79.1;255.255.255.224;46.29.79.5/32;46.29.79.31;244;EC 10.30.11.203 - port 18;Cisco 3750 10.30.0.2
958;"ООО ""Самаратехсервис""";Скорость-1024;46.29.79.6;46.29.79.1;255.255.255.224;46.29.79.6/32;46.29.79.31;244;EC 10.30.11.207 - port 7;Cisco 3750 10.30.0.2
689;"ООО ""Энджин""";Скорость-4096;46.29.79.7;46.29.79.1;255.255.255.224;46.29.79.7/32;46.29.79.31;244;EC 10.30.11.218 - port 16;Cisco 3750 10.30.0.2
683;"ООО ""Самара-Интерсервис""";Скорость-1024;46.29.79.8;46.29.79.1;255.255.255.224;46.29.79.8/32;46.29.79.31;244;EC 10.30.11.232 - port 5;Cisco 3750 10.30.0.2
685;"ООО ""ЭТМ-Росэнергосистемы""";Скорость-2048;46.29.79.9;46.29.79.1;255.255.255.224;46.29.79.9/32;46.29.79.31;244;EC 10.30.11.157 - port 1;Cisco 3750 10.30.0.2
51;"ООО ""МАНСТРОЙ""";Скорость-1024;46.29.79.38;46.29.79.33;255.255.255.224;46.29.79.32/27;46.29.79.63;245;EC 10.30.11.194 - port 3;Eltex 10.30.0.118
60;"ООО ""СБУ""";Скорость-1024;46.29.79.46;46.29.79.33;255.255.255.224;46.29.79.32/27;46.29.79.63;245;EC 10.30.11.194 - port 27;Eltex 10.30.0.118
98;"ООО Коммерческий центр ""Самарские Трансформаторы""";Скорость-1024;46.29.79.37;46.29.79.33;255.255.255.224;46.29.79.32/27;46.29.79.63;245;EC 10.30.11.194 - port 17;Eltex 10.30.0.118
346;"ООО ""ПрофМеталлПоставка""";Скорость-1024;46.29.79.34;46.29.79.33;255.255.255.224;46.29.79.32/27;46.29.79.63;245;EC 10.30.11.194 - port 31;Eltex 10.30.0.118
