numOrder;customer;tarif;ip_address;gateway;netmask;subnet;broadcast;vlan_id;customer_port;termination_point
3214;Курушкина;Скорость-3М;141.0.183.213;141.0.183.193;255.255.255.224;141.0.183.192/27;141.0.183.223;1555;EC 10.30.13.12 - port 3;Eltex 10.30.0.195
;Свободен;;141.0.183.214;141.0.183.193;255.255.255.224;141.0.183.192/27;141.0.183.223;1555;;Eltex 10.30.0.195
;Свободен;;141.0.183.215;141.0.183.193;255.255.255.224;141.0.183.192/27;141.0.183.223;1555;;Eltex 10.30.0.195
;Свободен;;141.0.183.216;141.0.183.193;255.255.255.224;141.0.183.192/27;141.0.183.223;1555;;Eltex 10.30.0.195
;Свободен;;141.0.183.217;141.0.183.193;255.255.255.224;141.0.183.192/27;141.0.183.223;1555;;Eltex 10.30.0.195
;Свободен;;141.0.183.218;141.0.183.193;255.255.255.224;141.0.183.192/27;141.0.183.223;1555;;Eltex 10.30.0.195
;Свободен;;141.0.183.219;141.0.183.193;255.255.255.224;141.0.183.192/27;141.0.183.223;1555;;Eltex 10.30.0.195
;Свободен;;141.0.183.220;141.0.183.193;255.255.255.224;141.0.183.192/27;141.0.183.223;1555;;Eltex 10.30.0.195
;Свободен;;141.0.183.221;141.0.183.193;255.255.255.224;141.0.183.192/27;141.0.183.223;1555;;Eltex 10.30.0.195
;Свободен;;141.0.183.222;141.0.183.193;255.255.255.224;141.0.183.192/27;141.0.183.223;1555;;Eltex 10.30.0.195
;Офис CCM;;46.29.76.22;46.29.76.21;255.255.255.252;46.29.76.20;46.29.76.23;1556;;
1991;Центр Медицинской Техники;Канал связи 50М;;;;;;1557;10.30.11.171-10.30.11.177/4;
2197;BGP для САМГТУ;Скорость-150М;46.29.76.154;46.29.76.153;255.255.255.252;46.29.76.152/30;46.29.76.155;1558;EC 10.30.12.221 - port 27;SE 10.30.0.25
;Освободили (был СамГТУ);Конвертер портов;;;;;;1560;10.30.13.130/3 - 10.30.13.130/25;
;12 влан через Метромакс;;;;;;;1561;;
;165 влан через Метромакс;;;;;;;1562;;
;тест;;46.29.72.90;46.29.72.89;255.255.255.252;46.29.72.88/30;46.29.72.91;1563;10.30.0.2 - port 10;Eltex 10.30.0.195
2256;Колбасы от Фабрики Качества;Канал связи 100 Мбит (Севастопольская 22а - Гагарина 175);;;;;;1564;10.30.13.134/2 - 10.30.13.123/2;
;Освободили (был СамГТУ);Конвертер портов;;;;;;1565;10.30.13.130/4 - 10.30.13.130/27;
;Освободили (был СамГТУ);Конвертер портов;;;;;;1566;10.30.13.141/1 - 10.30.13.130/27;
3201;ИП Конорева;Канал связи 100 Мбит (Днепровский пр. 2 склад 6 А - Речная 2);;;;;;1567;10.30.12.221/2 - 10.30.12.159/3;
95;ФБУЗ Центр гигиенты и эпидемиологии;Канал связи 100 Мбит (Пушкина 181 - Никитинская 5/28);;;;;;1568;10.30.11.199/3 - 10.30.12.142/1;
95;ФБУЗ Центр гигиенты и эпидемиологии;Канал связи 100 Мбит (Пушкина 181 - Арцыбушевская 13);;;;;;1569;10.30.11.199/2 - 10.30.12.201/1;
;Самарские комунальные системы;Канал связи (Студёный овраг первый подьём- Студёный овраг второй подьём);;;;;;1570;10.30.13.39/2 - 10.30.13.46/2;
1952;ООО МТС;Канал связи 2Мбит (Аэродромная 45 - Рыльска 24 В);;;;;;1571;10.30.14.73/49 - 10.30.12.47/9;
2312;ООО ЭХО-Н;Канал связи 100 Мбит (Дзержинского 52 - Мирная 162);;;;;;1572;10.30.13.119/2 - 10.30.13.24/5;
2312;ООО ЭХО-Н;Канал связи 100 Мбит (Дзержинского 52 - Московское шоссе 19 км д. 2 лит. Д);;;;;;1573;;
2015;ООО ГКУ Самарской области РЦУ государственными и муниципальными информационными системами и ресурсами Самарской области;Скорость-100М;141.0.180.130-190;141.0.180.129;255.255.255.192;141.0.180.128/26;141.0.180.191;1574;EC 10.30.11.229 - port 25;cisco 10.30.0.8
1956;ООО СКС;Канал связи 100 Мбит/с (Луначарского 16 - Бакинская 22а);;;;;;1575;10.30.12.14/19 - 10.30.13.190/1;
;Пиринг Варнов;;141.0.183.169;141.0.183.170;255.255.255.252;141.0.183.168/30;141.0.183.171;1576;;
;OSPF;;141.0.183.173;141.0.183.174;255.255.255.252;141.0.183.12/30;141.0.183.175;1577;10.30.0.27-10.30.0.227;
;QinQ через МегаФон;;;;;;;1578;;
;OS для управление антеннами на Партизанской 82а;;;;;;;1579;10.30.12.181/4;
2674;ООО Бизнес-консалт;Канал связи 10 Мбит (Заводское шоссе 20 - Заводское шоссе 11);;;;;;1580;10.30.11.245/2-10.30.11.32/2;
2628;ООО Вип-Авто;Канал связи 100 Мбит (Антоно-Овсеенко 4б - Демократическая 55);;;;;;1581;10.30.13.230/2 - EC 10.30.13.206/2;
199;ЗАО Самарский подшипник;Канал связи 100 Мбит (Красный пахарь 51а - Ново-Садовая 160г);;;;;;1582;10.30.13.204/1 - 10.30.13.7/5;
;OSPF между 0.117 и 0.21;;;;;;;1583;;
;OSPF 10.30.0.118 - 10.30.0.117;;;;;;;1584;;
;OSPF 10.30.0.195 - 10.30.0.118;;;;;;;1585;;
;OSPF 10.30.0.195 - 10.30.0.117;;;;;;;1586;;
2390;ООО Стаффресурс;Скорость-5М;185.33.200.10;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.14.6 - port 6;Eltex 10.30.0.118
2390;ООО Стаффресурс;Скорость-5М;185.33.200.11;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.14.6 - port 6;Eltex 10.30.0.118
2859;Сормат КФ (Боровая 30);Скорость-4М;185.33.200.12;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.14.21 - port 10;Eltex 10.30.0.118
3191;Карелин В.В.;Скорость-3М;185.33.200.13;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.12.204 - port 4;Eltex 10.30.0.118
2860;Газпромбанк (Томашевский тупик 8);Скорость - 2М;185.33.200.14;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.13.63 - port 2;Eltex 10.30.0.118
2860;Газпромбанк (Обувная 136);Скорость - 2М;185.33.200.15;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.14.21 - port 9;Eltex 10.30.0.118
2860;Газпромбанк (Студёный овраг НФС2);Скорость - 2М;185.33.200.16;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.13.39 - port 5;Eltex 10.30.0.118
2863;Детский санаторий Юность (Шверника 7);Скорость-15М;185.33.200.17;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.14.4 - port 1;Eltex 10.30.0.118
2868;Универсальные машины;Скорость - 2М;185.33.200.18;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.13.184 - port 5;Eltex 10.30.0.118
2862;ООО Самарстрой-Холдинг;Скорость-10М;185.33.200.19;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.14.33 - port 2;Eltex 10.30.0.118
А-15-025/Д;АЗС-Сервис;Скорость-70М;185.33.200.2;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;eltex 10.30.13.191 - port 1;Eltex 10.30.0.118
2868;ООО Универсальные машины;Скорость-2М;185.33.200.20;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;eltex 10.30.13.184 - port 3;Eltex 10.30.0.118
2875;Банзай-Самара ТД;Скорость-8М;185.33.200.21;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.13.120 - port 2;Eltex 10.30.0.118
2882;Кор Код;Скорость-6М;185.33.200.22;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;eltex 10.30.13.186 - port 2;Eltex 10.30.0.118
2890;Компания Град;Скорость-3М;185.33.200.23;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.13.26 - port 4;Eltex 10.30.0.118
2887;ООО Фирма САМФО;Скорость - 4М;185.33.200.24;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.11.238 - port 3;Eltex 10.30.0.118
2900;ООО ИПЦ;Скорость - 10М;185.33.200.25;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.11.202 - port 17;Eltex 10.30.0.118
2810;ООО Эксперт-Профит;Скорость-8М;185.33.200.26;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.13.241 - port 1;Eltex 10.30.0.118
ы;ОПТТОРГ (Обувная 1а);Скорость - 2М;185.33.200.27;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.13.30 - port 4;Eltex 10.30.0.118
2893;ООО СПЗ-4;Скорость-10240;185.33.200.28;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.12.138 - port 6;Eltex 10.30.0.118
2929;Юнитекс-Самара;Скорость - 2М;185.33.200.29;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.11.202 - port 18;Eltex 10.30.0.118
А-15-025/Д;АЗС-Сервис;Скорость-30М;185.33.200.3;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;eltex 10.30.13.191 - port 2;Eltex 10.30.0.118
2937;ООО Терминус;Скорость-6М;185.33.200.30;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.11.202 - port 19;Eltex 10.30.0.118
2803;ООО Школа Ультразвука;Скорость-10М;185.33.200.4;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.13.84 - port 1;Eltex 10.30.0.118
2802;ООО Здоровые дети;Скорость-10М;185.33.200.5;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.13.84 - port 2;Eltex 10.30.0.118
;Дельта;Скорость-100М;185.33.200.6;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.14.34 - port 1;Eltex 10.30.0.118
160;ДубльГИС запасной линк;Скорость-6М;185.33.200.7;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.14.34 - port 2;Eltex 10.30.0.118
2390;ООО Стаффресурс;Скорость-5М;185.33.200.8;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.14.6 - port 6;Eltex 10.30.0.118
2390;ООО Стаффресурс;Скорость-5М;185.33.200.9;185.33.200.1;255.255.255.224;185.33.200.0/27;185.33.200.31;1587;EC 10.30.14.6 - port 6;Eltex 10.30.0.118
1879;Ростелеком ( для банка Интеза);Канал связи 5 Мб (Полевая 43- Льва Толстого 29);;;;;;1588;Cisco 10.30.0.12/6 - EC 10.30.13.233/1;
;Тест для Мегафона;;;;;;;1589;;
;Тест для Мегафона;;;;;;;1590;;
;Тест для Мегафона;;;;;;;1591;;
;Тест для Мегафона;;;;;;;1592;;
;Тест для Мегафона;;;;;;;1593;;
;Тест для Мегафона;;;;;;;1594;;
;Тест для Мегафона;;;;;;;1595;;
;Тест для Мегафона;;;;;;;1596;;
;ОС для Wi-Fi на Советской Армии 253а для Меркушкина;;;;;;;1597;EC 10.30.12.103 - port 2;
;ПГСГА (локалка Антонова-Овсенко 26 - Пушкина248);Скорость-100М;;;;;;1598;0.124/3 - 12.176/3;
;ПГСГА (локалка Антонова-Овсенко 26 - Ленинская 123 - Ленинская 127);Скорость-100М;;;;;;1599;0.124/4 - 13.226/2 - 13.210/2;
;ПГСГА (локалка М. Горького 65/67 - Пушкина 248);Скорость-100М;;;;;;1600;0.122/4 - 12.176/3;
;ПГСГА (локалка М. Горького 65/57 - Ленинградская 92);Скорость-100М;;;;;;1601;0.122/5 - 12.175/3;
;ПГСГА (локалка М.Горького 65/67 - Антонова-Овсеенко 26);Скорость-300М;;;;;;1602;0.122/6 - 0.124/5;
;СКС (канал на Студеном овраге между Администрацией и охраной);Скорость-100М;;;;;;1603;13.223/1 - 13.39/4;
2600;СКС (Водные технологии) канал Луначарского - Вологодская 10;Скорость-100М;;;;;;1604;12.14/22 - 13.212/1;
2798;АПК Поволжские корма;Скорость-2048;185.33.200.129;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.13.221 - port 1;cisco 10.30.0.138
2788;ЧОП Арт-Безопасность;Скорость-10М;185.33.200.130;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.11.25 - port 2;cisco 10.30.0.138
2814;МП г.о. Самара Жилсервис;Скорость-5М;185.33.200.131;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;eltex 10.30.13.239 - port 1;cisco 10.30.0.138
2706;СОТ;Скорость-20М;185.33.200.132;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.13.221 - port 2;cisco 10.30.0.138
2706;СОТ;Скорость-20М;185.33.200.133;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.13.221 - port 2;cisco 10.30.0.138
2706;СОТ;Скорость-20М;185.33.200.134;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.13.221 - port 2;cisco 10.30.0.138
2706;СОТ;Скорость-20М;185.33.200.135;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.13.221 - port 2;cisco 10.30.0.138
3093;ООО ЗК Иштар;Скорость-2048;185.33.200.136;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.13.188 - port 1;cisco 10.30.0.138
2746;ООО СМТ;Скорость-6М;185.33.200.137;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.11.25 - port 1;cisco 10.30.0.138
2841;ИП Околот Д.М.;Скорость-4М;185.33.200.138;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.14.21 - port 1;cisco 10.30.0.138
2662;РиверСити;Скорость-10М;185.33.200.139;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.14.7 - port 1;cisco 10.30.0.138
2889;Захарова;Скорость - 8М;185.33.200.140;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.13.243 - port 3;cisco 10.30.0.138
2891;ООО Протон;Скорость-2048;185.33.200.142;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.12.195 - port 5;cisco 10.30.0.138
;ТСЖ Новый город;Скорость-5120;185.33.200.143;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.14.1 - port 1;cisco 10.30.0.138
2827;ООО Дверной Синдикат (Крупской 1 к.2) первая точка;Скорость-5120;185.33.200.144;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.12.131 - port 1;cisco 10.30.0.138
2965;ВБРР Кутякова 20 АЗК 2;Скорость-2048;185.33.200.145;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;eltex 10.30.13.196 - port 3;cisco 10.30.0.138
2965;ВБРР Фрунзе 1а АЗК 60;Скорость-2048;185.33.200.146;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.11.29 - port 4;cisco 10.30.0.138
2331;ИП Илюшенкова Е. А,;Скорость-2048;185.33.200.147;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.12.131 - port 2;cisco 10.30.0.138
2968;ООО СЕЛАНИКАР;Скорость-20М;185.33.200.148;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;eltex 10.30.13.196 - port 4;cisco 10.30.0.138
2256;ООО Колбасы от Фабрики Качества (Арцыбушевская 40);Скорость-5120;185.33.200.149;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.11.225 - port 18;cisco 10.30.0.138
;Строй Дом;Скорость-6М;185.33.200.150;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.11.198 - port 1;cisco 10.30.0.138
2827;ООО Дверной Синдикат (Крупской 1 к.2) вторая точка;Скорость-5120;185.33.200.151;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.12.28 - port 1;cisco 10.30.0.138
2977;ИП Горбушкин;Скорость-1М;185.33.200.152;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.12.131 - port 4;cisco 10.30.0.138
;ИП Прокопович ( 3187 - Алабин Бар);Скорость-8М;185.33.200.153;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.14.7 - port 2;cisco 10.30.0.138
3103;ООО Телемат;Скорость-5120;185.33.200.154;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.12.195 - port 6;cisco 10.30.0.138
3072;ООО СК НОРД;Скорость-6М;185.33.200.155;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.11.225 - port 4;cisco 10.30.0.138
3087;ООО Современные проектиные решения (Галактионовская 157);Скорость-5120;185.33.200.156;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.14.43 - port 3;cisco 10.30.0.138
3071;ПСП;Скорость-20М;185.33.200.157;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.11.151 - port 11;cisco 10.30.0.138
2826;ООО ИнтеллКом;Скорость-50М;(Канал связи Авроры 63 - Московское шоссе 264);;;;;1605;10.30.13.156/40 - 10.30.11.169/1;
2800;Универсал-трейдинг (Красноармейская 23);Скорость-2048;185.33.200.141;185.33.200.158;255.255.255.224;185.33.200.128/27;185.33.200.159;1605;EC 10.30.12.211 - port 7;cisco 10.30.0.138
3131;ООО ТК Поволжье(канал Рыльская 19 - Заводское шоссе 11);Скорость - 1М;;;;;;1606;13.130/3 - 11.23/12;
198;САМАРАСНАБПОДШИПНИК дополнительный канал;Канал связи 100 Мбит (Ново-Садовая 160г - Московское шоссе 20 д 20);;;;;;1607;10.30.13.7/6-10.30.13.216/1;
2979;Компания ИТЕРРА;Скорость-10240;185.33.201.2;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;Eltex 10.30.13.181 - port 7;Cisco 10.30.0.8
2973;Школа красоты-Самара;Скорость-2М;185.33.201.3;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;EC 10.30.13.120 - port 3;Cisco 10.30.0.8
515;"ООО ""Промышленные выставки Поволжья""(Экспо-Волга)";Скорость-10240;185.33.201.4;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;EC 10.30.11.205 - port 4;Cisco 10.30.0.8
3006;ООО Риэмс;Скорость-100М;185.33.201.5;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;EC 10.30.14.80 - port 1;Cisco 10.30.0.8
515;"ООО ""Промышленные выставки Поволжья""(Экспо-Волга)";Скорость-10240;185.33.201.6;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;EC 10.30.11.205 - port 7;Cisco 10.30.0.8
3084;СамараХимТрейд;Скорость-5М;185.33.201.7;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;EC 10.30.13.181 - port 8;Cisco 10.30.0.8
3087;ООО АУДИТМЕГАПОЛИС;Скорость-2М;185.33.201.8;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;EC 10.30.13.181 - port 9;Cisco 10.30.0.8
3225;ООО Плейс (Mikrotik+Wi-Fi);Скорость-10М;185.33.201.9;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;EC 10.30.14.111 - port 1;Cisco 10.30.0.8
3225;ООО Плейс;Скорость-10М;185.33.201.10;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;EC 10.30.14.111- port 2;Cisco 10.30.0.8
;Свободен;;185.33.201.11;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободен;;185.33.201.12;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободен;;185.33.201.13;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободен;;185.33.201.14;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободен;;185.33.201.15;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободен;;185.33.201.16;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободен;;185.33.201.17;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободен;;185.33.201.18;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободен;;185.33.201.19;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободен;;185.33.201.20;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободен;;185.33.201.21;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободен;;185.33.201.22;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободен;;185.33.201.23;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободен;;185.33.201.24;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободен;;185.33.201.25;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободен;;185.33.201.26;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободен;;185.33.201.27;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободен;;185.33.201.28;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободен;;185.33.201.29;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободен;;185.33.201.30;185.33.201.1;255.255.255.224;185.33.201.0/27;185.33.201.31;1610;;Cisco 10.30.0.8
;Свободно;;;;;185.33.201.39/30;;1611;;
2256;ООО Колбасы от Фабрика Качесва (Стара Загора 202, Ташкентская 135а);;185.33.201.66;185.33.201.65;255.255.255.224;185.33.201.64/27;185.33.201.95;1612;EC 10.30.11.222 - port 11;Cisco 10.30.0.21
2716;ООО Алдис (Mikrotik+Wi-Fi);;185.33.201.67;185.33.201.65;255.255.255.224;185.33.201.64/27;185.33.201.95;1612;EC 10.30.13.207 - port 2;Cisco 10.30.0.21
3219;ООО ЛС;;185.33.201.68;185.33.201.65;255.255.255.224;185.33.201.64/27;185.33.201.95;1612;;Cisco 10.30.0.21
;;;;185.33.201.65;255.255.255.224;185.33.201.64/27;185.33.201.95;1612;;Cisco 10.30.0.21
;;;;185.33.201.65;255.255.255.224;185.33.201.64/27;185.33.201.95;1612;;Cisco 10.30.0.21
3019;ООО Астерикс;;канал связи ;;;;;1613;EC 10.30.14.64/21 - EC 10.30.13.98/3;
2865;Индустриальные решения;;канал связи ;;;;;1614;EC 10.30.12.172/21 - EC 10.30.11.93/6;
2312;Эхо-Н Канал Дзержинского 52 - Ракитовское шоссе через Метромакс;Канал-2М;;;;;;1615;13.119/3 - 0.2/10;
2798;ООО ОПК Поволжские корма;канал сваязи;;;;;;1616;EC 10.30.13.221/3 - Eltex 10.30.13.188/2;
3090;ООО Гранд-энергоресурс;Скорость-70М;185.33.201.50;185.33.201.49;255.255.255.248;185.33.201.48/29;185.33.201.55;1617;EC 10.30.0.135 - port 4;cisco 10.30.0.138
3090;ООО Гранд-энергоресурс;Скорость-70М;185.33.201.51;185.33.201.49;255.255.255.248;185.33.201.48/29;185.33.201.55;1617;EC 10.30.0.135 - port 4;cisco 10.30.0.138
3090;ООО Гранд-энергоресурс;Скорость-70М;185.33.201.52;185.33.201.49;255.255.255.248;185.33.201.48/29;185.33.201.55;1617;EC 10.30.0.135 - port 4;cisco 10.30.0.138
3090;ООО Гранд-энергоресурс;Скорость-70М;185.33.201.53;185.33.201.49;255.255.255.248;185.33.201.48/29;185.33.201.55;1617;EC 10.30.0.135 - port 4;cisco 10.30.0.138
3090;ООО Гранд-энергоресурс;Скорость-70М;185.33.201.54;185.33.201.49;255.255.255.248;185.33.201.48/29;185.33.201.55;1617;EC 10.30.0.135 - port 4;cisco 10.30.0.138
1040;ДНС-Волга через Метромакс Московское шоссе 41;Скорость-30М;185.33.201.58;185.33.201.57;255.255.255.248;185.33.201.56/29;185.33.201.63;1618;cisco 10.30.0.2 - port 10;cisco 10.30.0.2
2588;Брукфилд;Скорость - 20М;185.33.201.59;185.33.201.57;255.255.255.248;185.33.201.56/29;185.33.201.63;1618;EC 10.30.0.135 - port 46;cisco 10.30.0.2
2588;Брукфилд-телеком для Буровая компания ПНГ;Скорость - 20М;185.33.201.60;185.33.201.57;255.255.255.248;185.33.201.56/29;185.33.201.63;1618;EC 10.30.0.135 - port 31;cisco 10.30.0.2
3227;Лучший мастер;;185.33.201.61;185.33.201.57;255.255.255.248;185.33.201.56/29;185.33.201.63;1618;EC 10.30.11.210 - port 5;cisco 10.30.0.2
;Свободен;;185.33.201.62;185.33.201.57;255.255.255.248;185.33.201.56/29;185.33.201.63;1618;;cisco 10.30.0.2
;Канал для Метромакса до Ташкентской 159;Скорость - 30М;;;;;;1619;14.89/26 - 0.2/10;
2395;ООО Юнион;канал связи (Товарная 8, административное здание - Товарная 8, проходная);;;;;;1620;10.30.13.89/5 - 10.30.14.64/14;
3030;СГАУ (канал Ак. Павлова 1 - Московское шоссе 39);Скорость - 100М;;;;;;1621;10.30.12.229/2 - 10.30.14.139/1;
3205;ООО ТД Аквант;канал связи (ТП Победа - 22 партсьезда 7а к2);; ;;;;1622;10.30.13.175/21 - 10.30.14.110/1;
2826;ООО ИнтеллКом;Скорость-50М;(Канал связи Авроры 63 - Московское шоссе 264);;;;;1660;10.30.13.156/40 - 10.30.11.169/1;
;Канал для Менафона для ВТБ-24;;;;;;;1666;EC 10.30.14.18/2 - Cisco 10.30.0.19/6;
893;ИП Хлебунов (через Эр-Телком , влан 1499 перетигирован в 1718 на 10.30.11.204);Скорость-2048;141.0.182.132;141.0.182.129;255.255.255.248;141.0.182.128/29;141.0.182.135;1718;EC 10.30.11.204 - port 24;cisco 10.30.0.8
;Grandstream HT502 (через Эр-Телком , влан 1499 перетигирован в 1718 на 10.30.11.204);;141.0.182.131;141.0.182.145;255.255.255.248;141.0.182.144/29;141.0.182.151;1718;EC141.0.182.130 - port 8;cisco 10.30.0.8
;EC3510 Стара-Загора 287в;;141.0.182.130;141.0.182.129;255.255.255.248;141.0.182.128/29;;1788;;cisco 10.30.0.8
;Перетегированный 12 влан через ЭР-Телеком;;;;;;;1858;;cisco 10.30.0.8
;Перетегированный 324 влан через ЭР-Телеком;;;;;;;1859;;cisco 10.30.0.8
